user_id,event_timestamp,months_active,monthly_fee,paperless_billing,plan_stream_tv,plan_stream_movies,watch_hours_30d,avg_session_mins_7d,failed_payments_90d,churn_label
4667-QONEA,2024-01-31,60,74.85000000000001,True,False,True,29.2505804163311,29.141044640845102,0,False
1658-BYGOY,2024-01-31,18,95.45,True,True,True,36.2542251562364,29.141044640845102,0,False
8769-KKTPH,2024-01-31,63,99.65,True,True,True,33.6368943753073,29.141044640845102,0,False
5067-XJQFU,2024-01-31,66,108.45,True,True,True,40.5878209597708,29.141044640845102,0,False
3957-SQXML,2024-01-31,34,24.95,False,True,True,29.5128731981122,29.141044640845102,0,False
5954-BDFSG,2024-01-31,72,107.5,True,True,True,33.0429922669613,29.141044640845102,1,True
0434-CSFON,2024-01-31,47,100.5,True,True,True,33.5468010996955,29.141044640845102,0,True
1215-FIGMP,2024-01-31,60,89.9,True,True,False,30.2319573338388,29.141044640845102,0,True
0526-SXDJP,2024-01-31,72,42.1,False,False,False,26.543907620856398,29.141044640845102,0,False
0557-ASKVU,2024-01-31,18,54.4,True,False,False,22.1703934474826,29.141044640845102,0,True
5698-BQJOH,2024-01-31,9,94.4,False,True,True,31.3052849721362,29.141044640845102,0,False
5122-CYFXA,2024-01-31,3,75.3,True,True,True,30.4292260551381,29.141044640845102,0,False
8028-PNXHQ,2024-01-31,62,24.25,True,True,True,23.0333380907908,29.141044640845102,1,False
5630-AHZIL,2024-01-31,3,64.5,True,False,True,35.394522592751,29.141044640845102,0,False
2673-CXQEU,2024-01-31,56,110.5,False,True,True,40.0506176620048,29.141044640845102,0,False
6416-JNVRK,2024-01-31,46,55.65,False,False,True,25.8348283291065,29.141044640845102,0,False
5590-ZSKRV,2024-01-31,8,54.65,False,False,False,25.9528757208259,29.141044640845102,1,False
0191-ZHSKZ,2024-01-31,30,74.75,True,True,True,29.9246017667365,29.141044640845102,1,False
3887-PBQAO,2024-01-31,45,25.900000000000002,True,True,True,30.5802370169697,29.141044640845102,0,False
5919-TMRGD,2024-01-31,1,79.35000000000001,True,True,False,29.5749692626546,29.141044640845102,0,False
8108-UXRQN,2024-01-31,11,50.550000000000004,False,True,True,25.0252410179565,29.141044640845102,0,True
9191-MYQKX,2024-01-31,7,75.15,True,False,False,32.0149270646264,29.141044640845102,1,False
9919-YLNNG,2024-01-31,42,103.8,True,True,True,33.8663877106954,29.141044640845102,0,False
0318-ZOPWS,2024-01-31,49,20.150000000000002,True,True,True,20.8048087809384,29.141044640845102,0,False
4445-ZJNMU,2024-01-31,9,99.3,True,True,True,29.1665801340009,29.141044640845102,1,False
4808-YNLEU,2024-01-31,35,62.15,True,True,False,28.2674845336023,29.141044640845102,0,False
1862-QRWPE,2024-01-31,48,20.650000000000002,False,True,True,20.4698281711749,29.141044640845102,1,False
2796-NNUFI,2024-01-31,46,19.95,True,True,True,28.662374934818,29.141044640845102,0,False
3016-KSVCP,2024-01-31,29,33.75,False,True,False,28.1408629477876,29.141044640845102,1,False
7590-VHVEG,2024-01-31,1,29.85,True,False,False,24.2177953483531,29.141044640845102,1,True
5575-GNVDE,2024-01-31,34,56.95,False,False,False,28.4983871515976,29.141044640845102,0,False
3668-QPYBK,2024-01-31,2,53.85,True,False,False,26.7739392500269,29.141044640845102,1,False
7795-CFOCW,2024-01-31,45,42.300000000000004,False,False,False,22.071926424653,29.141044640845102,1,True
9237-HQITU,2024-01-31,2,70.7,True,False,False,26.1067319993645,29.141044640845102,0,False
9305-CDSKC,2024-01-31,8,99.65,True,True,True,28.2179396043303,29.141044640845102,0,False
1452-KIOVK,2024-01-31,22,89.10000000000001,True,True,False,33.1215188216383,29.141044640845102,0,False
6713-OKOMC,2024-01-31,10,29.75,False,False,False,30.2446471992282,29.141044640845102,0,False
7892-POOKP,2024-01-31,28,104.8,True,True,True,32.5770243846033,29.141044640845102,3,False
6388-TABGU,2024-01-31,62,56.15,False,False,False,24.165747611764,29.141044640845102,0,False
9763-GRSKD,2024-01-31,13,49.95,True,False,False,30.1327964266653,29.141044640845102,0,False
7469-LKBCI,2024-01-31,16,18.95,False,True,True,24.7090352840563,29.141044640845102,0,False
8091-TTVAX,2024-01-31,58,100.35000000000001,False,True,True,34.9384601373368,29.141044640845102,0,False
0280-XJGEX,2024-01-31,49,103.7,True,True,True,31.3296491260779,29.141044640845102,0,False
5129-JLPIS,2024-01-31,25,105.5,True,True,True,35.4655704104734,29.141044640845102,0,False
3655-SNQYZ,2024-01-31,69,113.25,False,True,True,38.6116229345563,29.141044640845102,1,False
8191-XWSZG,2024-01-31,52,20.650000000000002,False,True,True,16.2300633301205,29.141044640845102,0,True
9959-WOFKT,2024-01-31,71,106.7,False,True,True,32.0726656982865,29.141044640845102,0,False
4190-MFLUW,2024-01-31,10,55.2,False,False,False,18.8931663573104,29.141044640845102,0,False
4183-MYFRB,2024-01-31,21,90.05,True,False,True,26.478085503143898,29.141044640845102,0,False
8779-QRDMV,2024-01-31,1,39.65,True,False,True,16.3112169532943,29.141044640845102,1,True
1680-VDCWW,2024-01-31,12,19.8,False,True,True,20.9134369832017,29.141044640845102,0,True
1066-JKSGK,2024-01-31,1,20.150000000000002,False,True,True,16.9635151222963,29.141044640845102,0,True
3638-WEABW,2024-01-31,58,59.9,True,False,False,29.5938364959625,29.141044640845102,0,False
6322-HRPFA,2024-01-31,49,59.6,False,False,False,28.7473349815234,29.141044640845102,2,False
6865-JZNKO,2024-01-31,30,55.300000000000004,True,False,False,26.5241035055656,29.141044640845102,0,False
6467-CHFZW,2024-01-31,47,99.35000000000001,True,True,True,22.2287409106577,29.141044640845102,0,True
8665-UTDHZ,2024-01-31,1,30.2,False,False,False,21.6392057791217,29.141044640845102,0,False
5248-YGIJN,2024-01-31,72,90.25,True,True,True,33.0413532780977,29.141044640845102,0,False
8773-HHUOZ,2024-01-31,17,64.7,True,True,True,30.0573625518966,29.141044640845102,1,False
3841-NFECX,2024-01-31,71,96.35000000000001,True,False,False,27.9877864294132,29.141044640845102,1,False
4929-XIHVW,2024-01-31,2,95.5,True,True,True,30.9081280001378,29.141044640845102,0,False
6827-IEAUQ,2024-01-31,27,66.15,False,False,False,24.144664918152,29.141044640845102,0,False
7310-EGVHZ,2024-01-31,1,20.2,False,True,True,18.1425934019235,29.141044640845102,0,False
4767-HZZHQ,2024-01-31,30,82.05,False,False,False,32.1855444584094,29.141044640845102,0,False
2424-WVHPL,2024-01-31,1,74.7,False,False,False,33.7538959533495,29.141044640845102,1,False
7233-PAHHL,2024-01-31,66,84.0,True,True,True,29.8902333785597,29.141044640845102,0,False
6067-NGCEU,2024-01-31,65,111.05,True,True,True,40.9795200021618,29.141044640845102,0,False
9848-JQJTX,2024-01-31,72,100.9,True,True,True,32.628673922293,29.141044640845102,0,False
8637-XJIVR,2024-01-31,12,78.95,True,False,False,32.5552001862512,29.141044640845102,0,False
9803-FTJCG,2024-01-31,71,66.85,True,False,False,22.1661718188928,29.141044640845102,0,True
0278-YXOOG,2024-01-31,5,21.05,False,True,True,23.6484111003584,29.141044640845102,1,True
3212-KXOCR,2024-01-31,52,21.0,False,True,True,14.5912079510276,29.141044640845102,0,False
4598-XLKNJ,2024-01-31,25,98.5,True,True,True,23.4381893048516,29.141044640845102,1,True
6380-ARCEH,2024-01-31,1,20.2,False,True,True,20.8334620536863,29.141044640845102,1,True
3679-XASPY,2024-01-31,1,19.45,False,True,True,18.7673749461396,29.141044640845102,1,False
7123-WQUHX,2024-01-31,38,95.0,False,True,False,33.9940305536547,29.141044640845102,1,False
5386-THSLQ,2024-01-31,66,45.550000000000004,False,True,False,38.1371705084264,29.141044640845102,0,False
3192-NQECA,2024-01-31,68,110.0,True,True,True,30.788721771526,29.141044640845102,1,False
6180-YBIQI,2024-01-31,5,24.3,False,False,False,19.9882765117484,29.141044640845102,0,False
6728-DKUCO,2024-01-31,72,104.15,True,True,True,34.8719937743464,29.141044640845102,0,False
9750-BOOHV,2024-01-31,32,30.150000000000002,False,False,False,26.1733247979103,29.141044640845102,0,False
8597-CWYHH,2024-01-31,43,94.35000000000001,False,True,True,33.4437836690956,29.141044640845102,0,False
2848-YXSMW,2024-01-31,72,19.400000000000002,False,True,True,20.3089102046793,29.141044640845102,0,False
0486-HECZI,2024-01-31,55,96.75,True,True,False,37.7598848374899,29.141044640845102,0,False
4549-ZDQYY,2024-01-31,52,57.95,False,False,False,30.8893743678508,29.141044640845102,0,False
5712-AHQNN,2024-01-31,43,91.65,True,True,False,27.4981299214173,29.141044640845102,0,True
4846-WHAFZ,2024-01-31,37,76.5,True,False,False,29.1092465249319,29.141044640845102,1,False
5256-SKJGO,2024-01-31,64,54.6,True,True,True,27.8604872665682,29.141044640845102,0,False
3071-VBYPO,2024-01-31,3,89.85000000000001,False,True,False,27.1929438748081,29.141044640845102,0,False
9560-BBZXK,2024-01-31,36,31.05,False,False,False,25.6187467603747,29.141044640845102,0,False
5299-RULOA,2024-01-31,10,100.25,True,True,True,30.1529203698295,29.141044640845102,0,False
8402-OOOHJ,2024-01-31,41,20.650000000000002,False,True,True,28.7421448971167,29.141044640845102,1,True
9445-ZUEQE,2024-01-31,27,85.2,True,False,False,32.8265524248797,29.141044640845102,0,True
1091-SOZGA,2024-01-31,56,99.8,True,True,True,33.6207398161198,29.141044640845102,0,False
2928-HLDBA,2024-01-31,6,20.7,False,True,True,19.8552324298889,29.141044640845102,0,False
0404-SWRVG,2024-01-31,3,74.4,True,False,False,30.1573506979852,29.141044640845102,0,False
6497-TILVL,2024-01-31,7,50.7,False,False,False,17.9822575642205,29.141044640845102,1,True
7219-TLZHO,2024-01-31,4,20.85,False,True,True,17.5587467892819,29.141044640845102,0,False
4622-YNKIJ,2024-01-31,33,88.95,True,True,False,34.8299572682314,29.141044640845102,1,False
4412-YLTKF,2024-01-31,27,78.05,True,False,False,21.5680910418039,29.141044640845102,0,False
6734-PSBAW,2024-01-31,72,23.55,True,True,True,26.2200322182104,29.141044640845102,0,True
3930-ZGWVE,2024-01-31,1,19.75,False,True,True,13.6742286180123,29.141044640845102,0,True
2639-UGMAZ,2024-01-31,71,56.45,True,True,True,30.7096732911205,29.141044640845102,0,False
2876-GZYZC,2024-01-31,13,85.95,True,False,True,27.7564974251756,29.141044640845102,1,True
6207-WIOLX,2024-01-31,25,58.6,True,True,True,30.6813485524011,29.141044640845102,0,True
8587-XYZSF,2024-01-31,67,50.550000000000004,False,False,False,28.2105585144034,29.141044640845102,0,False
3091-FYHKI,2024-01-31,1,35.45,True,False,True,17.1631030393718,29.141044640845102,1,True
2372-HWUHI,2024-01-31,2,44.35,False,False,False,30.7886705533664,29.141044640845102,0,False
7799-LGRDP,2024-01-31,43,25.7,True,True,True,29.4958407483382,29.141044640845102,0,False
7850-VWJUU,2024-01-31,23,75.0,True,False,False,30.5933805801944,29.141044640845102,0,False
3774-VBNXY,2024-01-31,64,20.2,False,True,True,21.7718354363509,29.141044640845102,0,False
6217-KDYWC,2024-01-31,57,19.6,True,True,True,23.024120369979,29.141044640845102,0,False
0390-DCFDQ,2024-01-31,1,70.45,True,False,False,27.4237693834768,29.141044640845102,0,False
3146-MSEGF,2024-01-31,72,88.05,True,True,True,38.4075598679516,29.141044640845102,0,False
4080-OGPJL,2024-01-31,8,71.15,False,False,True,26.5689131341475,29.141044640845102,0,True
1095-WGNGG,2024-01-31,61,101.05,True,True,True,31.9711655137147,29.141044640845102,0,False
2636-SJDOU,2024-01-31,64,84.3,True,False,False,28.3352746639255,29.141044640845102,1,False
1131-QQZEB,2024-01-31,71,23.95,False,True,True,19.5538565103524,29.141044640845102,0,False
5716-EZXZN,2024-01-31,65,99.05,True,True,False,27.5447541487457,29.141044640845102,1,True
6837-BJYDQ,2024-01-31,3,19.6,False,True,True,28.1041774046194,29.141044640845102,0,False
2135-RXIHG,2024-01-31,1,45.65,True,False,False,25.4453785105012,29.141044640845102,0,True
6440-DKQGE,2024-01-31,30,64.5,False,True,False,34.9179528347382,29.141044640845102,0,False
3466-BYAVD,2024-01-31,15,69.5,True,False,True,30.0254504961393,29.141044640845102,0,False
3780-YVMFA,2024-01-31,8,68.55,True,True,True,26.1466804192455,29.141044640845102,0,False
3874-EQOEP,2024-01-31,7,95.0,False,True,True,30.9508579172876,29.141044640845102,0,False
1679-JRFBR,2024-01-31,70,108.15,True,True,True,31.0738131714048,29.141044640845102,0,False
9073-ZZIAY,2024-01-31,62,86.10000000000001,False,True,True,31.8149142552592,29.141044640845102,0,True
3077-RSNTJ,2024-01-31,6,19.7,False,True,True,20.6230825531432,29.141044640845102,0,False
6551-GNYDG,2024-01-31,14,80.9,True,False,True,31.64752033907,29.141044640845102,1,False
9167-APMXZ,2024-01-31,22,84.15,True,True,False,25.3155914914429,29.141044640845102,0,False
2749-CTKAJ,2024-01-31,22,20.150000000000002,False,True,True,19.1683206605752,29.141044640845102,0,False
6371-NZYEG,2024-01-31,16,64.25,False,True,False,36.581816241994,29.141044640845102,0,False
7554-NEWDD,2024-01-31,10,25.7,False,True,True,19.3601582762417,29.141044640845102,0,True
8992-VONJD,2024-01-31,13,56.0,True,False,False,21.997259496733,29.141044640845102,1,True
0867-MKZVY,2024-01-31,20,82.4,False,False,False,32.6249538888707,29.141044640845102,0,False
4482-EWFMI,2024-01-31,2,69.7,True,False,False,39.1355105911744,29.141044640845102,0,False
4648-YPBTM,2024-01-31,53,73.9,True,False,True,22.7517441991304,29.141044640845102,0,False
2907-ILJBN,2024-01-31,11,20.6,False,True,True,22.1610379172217,29.141044640845102,0,False
6345-FZOQH,2024-01-31,69,19.900000000000002,False,True,True,18.8912336644081,29.141044640845102,1,False
3376-BMGFE,2024-01-31,4,70.9,True,False,False,22.0033890206634,29.141044640845102,0,False
5997-OPVFA,2024-01-31,72,89.05,True,True,True,36.7191575429343,29.141044640845102,0,False
3445-HXXGF,2024-01-31,58,45.300000000000004,True,False,True,26.0188622559661,29.141044640845102,0,True
1159-WFSGR,2024-01-31,16,20.400000000000002,False,True,True,22.9202286989465,29.141044640845102,0,True
7654-YWJUF,2024-01-31,43,84.25,True,False,False,27.7311954270225,29.141044640845102,1,True
1875-QIVME,2024-01-31,2,104.4,True,True,True,37.6828804257485,29.141044640845102,0,True
6727-IOTLZ,2024-01-31,14,81.95,False,True,True,28.6001220740962,29.141044640845102,1,False
0691-JVSYA,2024-01-31,53,94.85000000000001,True,True,True,31.6105130893847,29.141044640845102,0,False
1744-JHKYS,2024-01-31,34,24.7,False,True,True,17.3632496761999,29.141044640845102,0,True
2656-FMOKZ,2024-01-31,15,74.45,True,False,False,38.8810848942996,29.141044640845102,0,False
2070-FNEXE,2024-01-31,7,76.45,False,False,False,28.4922031557757,29.141044640845102,1,True
5947-SGKCL,2024-01-31,15,105.35000000000001,True,True,True,36.3830666156414,29.141044640845102,0,False
3712-PKXZA,2024-01-31,61,20.55,True,True,True,22.6517555972324,29.141044640845102,1,False
6317-YPKDH,2024-01-31,1,29.95,False,False,False,22.714235475755,29.141044640845102,0,False
6582-OIVSP,2024-01-31,1,45.300000000000004,False,False,False,23.9297262068288,29.141044640845102,1,False
9367-WXLCH,2024-01-31,8,84.5,False,False,True,34.6672555658837,29.141044640845102,1,False
5524-KHNJP,2024-01-31,33,74.75,False,True,True,30.0949069202419,29.141044640845102,0,False
1918-ZBFQJ,2024-01-31,13,79.25,True,False,False,30.9080953860214,29.141044640845102,0,False
1024-GUALD,2024-01-31,1,24.8,True,False,False,24.4524486275992,29.141044640845102,0,True
4827-USJHP,2024-01-31,20,51.800000000000004,True,False,False,33.1644799048766,29.141044640845102,0,False
8167-GJLRN,2024-01-31,3,30.400000000000002,False,False,False,26.3761253010031,29.141044640845102,0,False
0956-SYCWG,2024-01-31,13,19.650000000000002,False,True,True,23.3428976037376,29.141044640845102,0,False
8017-UVSZU,2024-01-31,40,56.6,False,False,False,26.430185912983198,29.141044640845102,1,True
7100-FQPRV,2024-01-31,43,71.9,True,False,True,24.6322369319172,29.141044640845102,0,False
2472-OVKUP,2024-01-31,6,91.0,True,False,True,37.4229031897442,29.141044640845102,0,True
2984-RGEYA,2024-01-31,69,19.75,False,True,True,26.9193232485775,29.141044640845102,0,False
9680-NIAUV,2024-01-31,72,109.7,False,True,True,36.6038917714909,29.141044640845102,0,False
2146-EGVDT,2024-01-31,59,19.3,False,True,True,24.2419729720932,29.141044640845102,0,False
2604-IJPDU,2024-01-31,20,96.55,True,True,False,36.5914714989912,29.141044640845102,0,False
9178-JHUVJ,2024-01-31,24,24.1,True,True,True,27.7514771702151,29.141044640845102,0,False
6168-YBYNP,2024-01-31,59,111.35000000000001,True,True,True,39.9942017874559,29.141044640845102,0,False
7255-SSFBC,2024-01-31,72,112.25,True,True,True,33.8629132507337,29.141044640845102,0,False
5918-VUKWP,2024-01-31,32,20.55,False,True,True,16.5178755128047,29.141044640845102,0,True
3645-DEYGF,2024-01-31,1,20.75,False,True,True,29.9231486589717,29.141044640845102,1,True
9323-HGFWY,2024-01-31,27,101.9,True,True,True,28.7652108396531,29.141044640845102,1,True
8544-GOQSH,2024-01-31,14,80.05,True,False,False,37.1232212876005,29.141044640845102,0,False
3363-DTIVD,2024-01-31,71,105.55,False,True,True,37.6402051162566,29.141044640845102,1,False
7018-WBJNK,2024-01-31,13,78.3,True,True,False,36.0884723517093,29.141044640845102,0,False
9142-KZXOP,2024-01-31,44,68.85000000000001,False,False,False,36.4849493116312,29.141044640845102,0,False
7674-YTAFD,2024-01-31,33,79.95,True,False,False,38.5688261436606,29.141044640845102,0,False
6348-SNFUS,2024-01-31,72,55.45,True,False,True,21.5682851343491,29.141044640845102,0,True
1285-OKIPP,2024-01-31,1,79.9,False,False,True,22.2100234310775,29.141044640845102,1,True
7825-ECJRF,2024-01-31,19,106.60000000000001,True,True,True,38.2172123196817,29.141044640845102,1,False
1347-KTTTA,2024-01-31,64,102.45,True,True,True,29.3829467546504,29.141044640845102,0,False
7841-TZDMQ,2024-01-31,2,46.0,True,False,False,27.0386426282583,29.141044640845102,1,False
4195-NZGTA,2024-01-31,1,25.25,False,False,False,26.3127963725707,29.141044640845102,0,True
7157-SMCFK,2024-01-31,61,19.75,False,True,True,14.4621914536932,29.141044640845102,0,False
4709-LKHYG,2024-01-31,29,20.0,False,True,True,12.0202570710196,29.141044640845102,0,False
2504-DSHIH,2024-01-31,23,86.8,False,False,True,33.2928274355236,29.141044640845102,0,False
0699-NDKJM,2024-01-31,57,58.75,True,True,True,29.3271758990742,29.141044640845102,0,False
9286-BHDQG,2024-01-31,72,45.25,False,False,False,25.4599174042148,29.141044640845102,0,True
0230-WEQUW,2024-01-31,66,56.6,True,True,False,29.2598249529259,29.141044640845102,1,False
2040-LDIWQ,2024-01-31,65,84.2,True,True,True,27.6295710967458,29.141044640845102,0,True
6496-JDSSB,2024-01-31,8,80.0,True,True,False,23.4337682847447,29.141044640845102,1,True
9408-SSNVZ,2024-01-31,4,70.15,True,False,False,28.8960553822012,29.141044640845102,0,True
4443-EMBNA,2024-01-31,71,24.75,False,True,True,18.6140381328041,29.141044640845102,0,False
6469-MRVET,2024-01-31,1,20.2,True,True,True,14.5948068010431,29.141044640845102,1,False
0742-MOABM,2024-01-31,4,50.050000000000004,False,False,False,28.4580699245923,29.141044640845102,0,False
5961-VUSRV,2024-01-31,12,19.35,True,True,True,22.2049365951716,29.141044640845102,0,False
6778-JFCMK,2024-01-31,24,50.6,True,True,True,29.2330116177172,29.141044640845102,0,True
6341-JVQGF,2024-01-31,31,81.15,True,True,True,28.7377291416142,29.141044640845102,0,True
2232-DMLXU,2024-01-31,1,55.2,False,True,False,25.896965773607,29.141044640845102,0,False
4811-JBUVU,2024-01-31,30,89.9,True,False,True,27.190727581802,29.141044640845102,0,False
0945-TSONX,2024-01-31,47,85.3,True,True,True,27.5500336491922,29.141044640845102,0,False
2651-ZCBXV,2024-01-31,54,108.0,True,True,True,34.8013055598282,29.141044640845102,0,False
3316-UWXUY,2024-01-31,50,93.5,True,False,True,28.9743364850992,29.141044640845102,0,False
8937-RDTHP,2024-01-31,1,84.60000000000001,True,False,True,34.1072950875946,29.141044640845102,0,False
7083-MIOPC,2024-01-31,72,20.25,False,True,True,25.1364040052182,29.141044640845102,1,False
1984-GPTEH,2024-01-31,29,25.150000000000002,False,True,True,32.4788976480752,29.141044640845102,0,True
1251-KRREG,2024-01-31,2,54.4,True,False,False,20.3561739621012,29.141044640845102,0,False
0621-JFHOL,2024-01-31,10,29.6,True,False,False,26.4415418794767,29.141044640845102,0,False
9903-LYSAB,2024-01-31,18,73.15,True,False,False,29.7655973762792,29.141044640845102,0,True
0094-OIFMO,2024-01-31,11,95.0,True,True,True,32.4068593222953,29.141044640845102,0,False
9227-UAQFT,2024-01-31,16,19.75,False,True,True,15.1493419478752,29.141044640845102,0,False
7301-ABVAD,2024-01-31,72,86.60000000000001,False,True,True,29.2679500912068,29.141044640845102,0,False
6614-FHDBO,2024-01-31,72,109.2,False,True,True,39.1806800883093,29.141044640845102,1,True
7576-ASEJU,2024-01-31,41,74.7,True,True,True,28.5530047299718,29.141044640845102,0,False
9058-HRZSV,2024-01-31,65,94.4,False,False,True,32.352701883229,29.141044640845102,0,False
4522-AKYLR,2024-01-31,13,54.800000000000004,True,False,False,27.9408577222124,29.141044640845102,0,False
0221-WMXNQ,2024-01-31,4,75.35000000000001,False,False,False,34.901892525134,29.141044640845102,0,False
0303-UNCIP,2024-01-31,41,65.0,False,False,True,28.074435912996,29.141044640845102,1,True
9947-OTFQU,2024-01-31,15,74.4,True,False,False,20.8656139736058,29.141044640845102,0,False
0322-YINQP,2024-01-31,1,48.550000000000004,True,False,False,25.4218417672516,29.141044640845102,0,True
0959-WHOKV,2024-01-31,42,99.0,True,False,True,23.6270101754399,29.141044640845102,0,False
4075-JFPGR,2024-01-31,51,93.5,True,True,False,17.2161624621106,29.141044640845102,0,False
4629-NRXKX,2024-01-31,2,70.4,False,False,False,27.6372133391649,29.141044640845102,1,False
9514-JDSKI,2024-01-31,1,40.2,False,True,False,33.7395815217516,29.141044640845102,0,False
3282-ZISZV,2024-01-31,32,83.7,False,True,True,31.163998482458,29.141044640845102,0,False
3675-YDUPJ,2024-01-31,10,19.85,True,True,True,16.6465398053687,29.141044640845102,0,False
4111-BNXIF,2024-01-31,67,59.550000000000004,True,True,True,24.3094440250878,29.141044640845102,0,False
7017-VFHAY,2024-01-31,61,115.10000000000001,False,True,True,42.6194844025534,29.141044640845102,1,False
6655-LHBYW,2024-01-31,50,114.35000000000001,False,True,True,36.7536724698544,29.141044640845102,0,False
4959-JOSRX,2024-01-31,2,44.6,True,False,False,26.283280725846,29.141044640845102,1,True
5046-NUHWD,2024-01-31,29,45.0,True,False,True,24.8607090068838,29.141044640845102,0,False
7273-TEFQD,2024-01-31,3,41.15,True,False,True,25.6488313220862,29.141044640845102,0,False
3606-TWKGI,2024-01-31,13,106.9,True,True,True,38.9406269756412,29.141044640845102,0,False
7529-ZDFXI,2024-01-31,57,89.85000000000001,True,False,True,35.7679472047094,29.141044640845102,1,False
7605-BDWDC,2024-01-31,31,49.85,True,False,True,27.5091649167944,29.141044640845102,0,False
1950-KSVVJ,2024-01-31,45,113.3,False,True,True,31.5946191863736,29.141044640845102,0,False
0123-CRBRT,2024-01-31,61,88.10000000000001,False,True,True,36.1418948143518,29.141044640845102,0,False
6292-TOSSS,2024-01-31,50,24.900000000000002,False,True,True,20.0022099611094,29.141044640845102,0,False
3197-ARFOY,2024-01-31,19,105.0,True,True,True,40.8298176438652,29.141044640845102,0,False
6323-AYBRX,2024-01-31,59,19.35,False,True,True,16.2426882117562,29.141044640845102,0,False
7014-ZZXAW,2024-01-31,71,24.25,True,True,True,22.4904653193616,29.141044640845102,0,False
4385-GZQXV,2024-01-31,16,94.45,True,True,True,32.7092757884285,29.141044640845102,0,False
7633-MVPUY,2024-01-31,57,59.75,True,False,False,22.1045943461256,29.141044640845102,0,True
6366-ZGQGL,2024-01-31,1,24.8,False,False,False,31.5889031968964,29.141044640845102,0,False
4716-HHKQH,2024-01-31,20,107.05,False,True,True,45.2151072230561,29.141044640845102,0,False
5940-AHUHD,2024-01-31,1,70.60000000000001,False,False,False,29.0411000945117,29.141044640845102,0,False
6432-TWQLB,2024-01-31,5,85.4,True,False,False,36.3596873656377,29.141044640845102,1,False
4484-GLZOU,2024-01-31,52,105.05,True,True,True,36.0359694703491,29.141044640845102,1,True
